0,229,152,310,0.99349225,0
214,163,412,209,0.97508687,0
146,226,413,290,0.9627962,0
26,122,191,245,0.7314588,0
0,13,270,97,0.72477835,0
0,95,239,200,0.96655,0
0,282,176,369,0.9664868,0
4,383,141,413,0.6658426,0
286,383,406,412,0.6096656,0
0,13,416,162,0.99928284,0
17,166,387,321,0.9768457,0
119,101,289,206,0.96478313,0
135,288,289,390,0.9530168,0
254,28,405,154,0.95164394,0
0,0,416,109,0.9693115,0
